"","Easting","Northing"
"400",19.4557069,-33.6427892
"401",19.4560459,-33.6424132
"402",19.4558275,-33.6420993
"403",19.4554879,-33.6424752
"404",19.4560459,-33.6424132
"405",19.4551599,-33.6420042
"406",19.4557381,-33.6429827
"407",19.4436323,-33.6488421
"408",19.4471224,-33.6481038
"409",19.4555673,-33.6442024
"410",19.453709,-33.6439147
"411",19.4535613,-33.6439863
"412",19.4562739,-33.6414612
"413",19.4562739,-33.6414612
"414",19.4568319,-33.6413992
"415",19.4569414,-33.6415562
"416",19.4566024,-33.6419322
"417",19.4572694,-33.6420272
"418",19.4569414,-33.6415562
"419",19.4567114,-33.6420892
"420",19.4571604,-33.6418702
"421",19.4492986,-33.6437601
"422",19.4568209,-33.6422462
"423",19.4548222,-33.6428
"424",19.4550414,-33.6431137
"425",19.4544763,-33.6410232
"426",19.4549319,-33.6429567
"427",19.4569323,-33.6424011
"428",19.4542573,-33.6407093
"429",19.4548222,-33.6428
"430",19.4487596,-33.6469632
"431",19.4569323,-33.6424011
"432",19.4546972,-33.6413353
"433",19.4537013,-33.6411913
"434",19.4534823,-33.6408773
"435",19.4531525,-33.6404081
"436",19.4531525,-33.6404081
"437",19.4538551,-33.643843
"438",19.4491367,-33.6438396
"439",19.4526695,-33.6397245
"440",19.452509,-33.6394938
"441",19.4543297,-33.642095
"442",19.455952,-33.6428801
"443",19.4539568,-33.6402778
"444",19.4539568,-33.6402778
"445",19.45383,-33.642233
"446",19.4542643,-33.6428612
"447",19.4504012,-33.6426686
"448",19.4573758,-33.6421846
"449",19.4415387,-33.6482737
"450",19.4523494,-33.639263
"451",19.4474372,-33.645642
"452",19.4398438,-33.6492866
"453",19.4396956,-33.6491565
"454",19.4376404,-33.6504528
"455",19.4529247,-33.6409383
"456",19.4532528,-33.6414093
"457",19.4530343,-33.6410953
"458",19.4534713,-33.6417232
"459",19.4529247,-33.6409383
"460",19.4533623,-33.6415662
"461",19.4460866,-33.6474027
"462",19.4534713,-33.6417232
"463",19.4414943,-33.6489083
"464",19.4374739,-33.6505331
"465",19.453795,-33.6434779
"466",19.4537152,-33.6433611
"467",19.4535918,-33.6410343
"468",19.453795,-33.6434779
"469",19.4527216,-33.6429224
"470",19.4481887,-33.6480143
"471",19.4510359,-33.6501053
"472",19.4530231,-33.6420937
"473",19.4523673,-33.6424138
"474",19.4481887,-33.6480143
"475",19.4522343,-33.6420825
"476",19.4523147,-33.6421979
"477",19.4528154,-33.6407814
"478",19.4533623,-33.6415662
"479",19.4450697,-33.6466017
"480",19.4525102,-33.6416326
"481",19.4426453,-33.6493321
"482",19.4426453,-33.6493321
"483",19.4424115,-33.6493797
"484",19.4434116,-33.6489455
"485",19.4523736,-33.641409
"486",19.4519532,-33.6416792
"487",19.452419,-33.6415378
"488",19.452419,-33.6415378
"489",19.4525908,-33.6417477
"490",19.4464606,-33.6488586
"491",19.4505048,-33.646876
"492",19.4561644,-33.6413042
"493",19.4512062,-33.6407483
"494",19.4514783,-33.6401518
"495",19.4565022,-33.6409304
"496",19.4561644,-33.6413042
"497",19.4508369,-33.6400792
"498",19.4517931,-33.6404617
"499",19.4514783,-33.6401518
"500",19.4507569,-33.6399642
"501",19.4509581,-33.6402515
"502",19.451237,-33.6398066
"503",19.4508369,-33.6400792
"504",19.4510761,-33.6395763
"505",19.4552789,-33.6432052
"506",19.4522808,-33.640151
"507",19.4557381,-33.6429827
"508",19.4483807,-33.6479205
"509",19.4508735,-33.6437535
"510",19.439768,-33.6505751
"511",19.4414082,-33.6487975
"512",19.4566134,-33.6410852
"513",19.4567224,-33.6412422
"514",19.4499262,-33.63876
"515",19.4521399,-33.6409603
"516",19.450191,-33.6381557
"517",19.4515188,-33.6412877
"518",19.4502526,-33.6406749
"519",19.4560582,-33.6411469
"520",19.450462,-33.6407979
"521",19.4509953,-33.641934
"522",19.4514321,-33.6422266
"523",19.4465589,-33.6474307
"524",19.4502807,-33.6384358
"525",19.4514321,-33.6422266
"526",19.452164,-33.6430893
"527",19.452272,-33.6412906
"528",19.4572694,-33.6420272
"529",19.4505331,-33.6419079
"530",19.452274,-33.6432357
"531",19.4595125,-33.6425902
"532",19.4518426,-33.6426954
"533",19.4488513,-33.6388093
"534",19.4498913,-33.6399336
"535",19.4534371,-33.643808
"536",19.4498913,-33.6399336
"537",19.4534371,-33.643808
"538",19.4545761,-33.6434714
"539",19.4545761,-33.6434714
"540",19.4520109,-33.6394873
"541",19.4499455,-33.6397504
"542",19.4515322,-33.6380444
"543",19.4502981,-33.6395635
"544",19.4499455,-33.6397504
"545",19.4477014,-33.6468041
"546",19.4477014,-33.6468041
"547",19.4467663,-33.6391587
"548",19.4533074,-33.6426357
"549",19.4484791,-33.6443607
"550",19.447511,-33.6403165
"551",19.4476696,-33.640402
"552",19.4469561,-33.6403973
"553",19.4481635,-33.6414124
"554",19.4496315,-33.6398986
"555",19.4485905,-33.6408129
"556",19.4490526,-33.6412808
"557",19.4497496,-33.6424717
"558",19.449934,-33.6427188
"559",19.4489161,-33.6410851
"560",19.4494936,-33.6431901
"561",19.4497596,-33.6434685
"562",19.4470568,-33.6397975
"563",19.4515871,-33.6376454
"564",19.4504105,-33.6375554
"565",19.450632,-33.6375428
"566",19.4537013,-33.6411913
"567",19.4539362,-33.6423905
"568",19.4545858,-33.6411802
"569",19.450462,-33.6407979
"570",19.4513574,-33.6378225
"571",19.4510072,-33.645158
"572",19.450745,-33.6449016
"573",19.4505911,-33.6447352
"574",19.4505911,-33.6447352
"575",19.4518173,-33.6444869
"576",19.450427,-33.6444977
"577",19.4469255,-33.6401054
"578",19.4518173,-33.6444869
"579",19.4470463,-33.6400466
"580",19.4509946,-33.6375458
"581",19.4533568,-33.6436927
"582",19.4479012,-33.6392408
"583",19.4475325,-33.6394483
"584",19.4515429,-33.6437586
"585",19.4477729,-33.6396734
"586",19.4476447,-33.6393688
"587",19.4495225,-33.6469325
"588",19.4481924,-33.6390839
"589",19.4516963,-33.6448876
"590",19.4481582,-33.6476026
"591",19.4478253,-33.639276
"592",19.4527216,-33.6429224
"593",19.4467342,-33.6400153
"594",19.4479715,-33.6408544
"595",19.4481117,-33.6410882
"596",19.4467342,-33.6400153
"597",19.447406,-33.6401776
"598",19.4461674,-33.6406706
"599",19.4461317,-33.6408466
"600",19.4510937,-33.645282
"601",19.4481117,-33.6410882
"602",19.4461164,-33.6405616
"603",19.4461674,-33.6406706
"604",19.4532753,-33.6435757
"605",19.4527545,-33.6419835
"606",19.4506361,-33.6397906
"607",19.4514039,-33.6457986
"608",19.4457655,-33.6403185
"609",19.4544832,-33.6431755
"610",19.4543738,-33.6430182
"611",19.4453396,-33.6411574
"612",19.4454895,-33.6401892
"613",19.4454097,-33.6400704
"614",19.454155,-33.6427042
"615",19.4540458,-33.6425473
"616",19.4458968,-33.6423929
"617",19.4479821,-33.6435875
"618",19.446409,-33.6427755
"619",19.4477945,-33.6434463
"620",19.4477945,-33.6434463
"621",19.4521891,-33.6390324
"622",19.4510072,-33.645158
"623",19.4489842,-33.6461504
"624",19.4469539,-33.6422263
"625",19.4415401,-33.6497106
"626",19.4465139,-33.6416893
"627",19.4483648,-33.6439862
"628",19.4505821,-33.637861
"629",19.4507135,-33.6379669
"630",19.4511647,-33.6378381
"631",19.4510017,-33.638109
"632",19.4510164,-33.6378717
"633",19.4471347,-33.643407
"634",19.4533074,-33.6426357
"635",19.450836,-33.6381971
"636",19.4471347,-33.643407
"637",19.4494074,-33.6456619
"638",19.444959,-33.6410311
"639",19.4486632,-33.6448362
"640",19.449634,-33.6450957
"641",19.4471458,-33.6436239
"642",19.4440264,-33.6421122
"643",19.4450449,-33.643306
"644",19.4542643,-33.6428612
"645",19.445612,-33.6443077
"646",19.4463675,-33.6451891
"647",19.4457709,-33.6444842
"648",19.445612,-33.6443077
"649",19.4507261,-33.6377916
"650",19.4468616,-33.6472178
"651",19.4468391,-33.6458959
"652",19.4462299,-33.6468199
"653",19.4462551,-33.6445028
"654",19.4470391,-33.6462807
"655",19.4470391,-33.6462807
"656",19.4462551,-33.6445028
"657",19.4465043,-33.6469298
"658",19.4458968,-33.6464816
"659",19.4458968,-33.6464816
"660",19.4458968,-33.6464816
"661",19.4456975,-33.6444121
"662",19.4456975,-33.6444121
"663",19.4497596,-33.6434685
"664",19.4513728,-33.6375532
"665",19.4500675,-33.6404086
"666",19.4521399,-33.6409603
"667",19.4472597,-33.6389685
"668",19.4475099,-33.6391616
"669",19.4521217,-33.6380764
"670",19.4500368,-33.6382804
"671",19.4416203,-33.6438673
"672",19.4444405,-33.6478639
"673",19.4517667,-33.6376032
"674",19.4444405,-33.6478639
"675",19.4420022,-33.6442455
"676",19.4529487,-33.6399894
"677",19.4437982,-33.6454775
"678",19.441905,-33.6441097
"679",19.4533538,-33.6428431
"680",19.4528732,-33.6429997
"681",19.4528732,-33.6429997
"682",19.4414996,-33.6442636
"683",19.4533984,-33.6431069
"684",19.4461317,-33.6408466
"685",19.447406,-33.6401776
"686",19.4461041,-33.6404121
"687",19.4457655,-33.6403185
"688",19.4540289,-33.6436717
"689",19.4541145,-33.6437942
"690",19.451025,-33.6424901
"691",19.4516037,-33.6424791
"692",19.4403645,-33.6446824
"693",19.4397873,-33.6450474
"694",19.4410832,-33.6467666
"695",19.4426563,-33.6489186
"696",19.4397873,-33.6450474
"697",19.4419831,-33.6480078
"698",19.4419831,-33.6480078
"699",19.4527904,-33.6441165
"700",19.4428927,-33.6482568
"701",19.4428629,-33.6480169
"702",19.4433373,-33.6490505
"703",19.4428251,-33.6491406
"704",19.4419447,-33.6466574
"705",19.4367057,-33.6443348
"706",19.4381287,-33.6462005
"707",19.4409014,-33.6448166
"708",19.4382574,-33.6454988
"709",19.4366674,-33.6440528
"710",19.4377351,-33.6456765
"711",19.4378181,-33.6457933
"712",19.4382574,-33.6454988
"713",19.4538108,-33.6413483
"714",19.4530343,-33.6432302
"715",19.452274,-33.6432357
"716",19.4377351,-33.6456765
"717",19.4447519,-33.6470804
"718",19.4372978,-33.6451765
"719",19.4387507,-33.6458922
"720",19.4411613,-33.6494451
"721",19.4373453,-33.6439513
"722",19.4402448,-33.6477084
"723",19.4397625,-33.6486072
"724",19.4402448,-33.6477084
"725",19.4413121,-33.6498147
"726",19.4399838,-33.6476143
"727",19.440858,-33.6500247
"728",19.4377943,-33.6460211
"729",19.440818,-33.6489533
"730",19.4399945,-33.6489826
"731",19.4384586,-33.6467692
"732",19.4367631,-33.6441609
"733",19.4391336,-33.6482508
"734",19.4352758,-33.644957
"735",19.4397711,-33.6475669
"736",19.4368638,-33.647069
"737",19.4368638,-33.647069
"738",19.4358446,-33.6457869
"739",19.4447519,-33.6470804
"740",19.4533538,-33.6428431
"741",19.441905,-33.6441097
"742",19.4371891,-33.6474808
"743",19.4365082,-33.6467151
"744",19.4348002,-33.645537
"745",19.435938,-33.6453549
"746",19.435938,-33.6453549
"747",19.4363115,-33.6452087
"748",19.4356426,-33.6449513
"749",19.4341348,-33.6467751
"750",19.4385162,-33.6505981
"751",19.4386145,-33.6507396
"752",19.4382142,-33.6501501
"753",19.4393,-33.6508121
"754",19.4456044,-33.6478673
"755",19.4356426,-33.6449513
"756",19.4517541,-33.6392491
"757",19.4520712,-33.6397078
"758",19.4353647,-33.6460213
"759",19.452636,-33.6428
"760",19.4328639,-33.6503882
"761",19.434108,-33.6457504
"762",19.434108,-33.6457504
"763",19.4520712,-33.6397078
"764",19.4519199,-33.6382983
"765",19.4486522,-33.6457831
"766",19.4517978,-33.6381228
"767",19.4471746,-33.6399618
"768",19.4392305,-33.6507086
"769",19.4472744,-33.639858
"770",19.4384443,-33.6504961
"771",19.4493248,-33.6435756
"772",19.4277493,-33.640658
"773",19.4469255,-33.6401054
"774",19.4283363,-33.6403727
"775",19.4506361,-33.6397906
"776",19.4280052,-33.6410262
"777",19.4288852,-33.6405987
"778",19.4493248,-33.6435756
"779",19.4277567,-33.6418712
"780",19.4277119,-33.6411687
"781",19.4274502,-33.6408373
"782",19.4277567,-33.6418712
"783",19.4274676,-33.6420119
"784",19.4274676,-33.6420119
"785",19.4283319,-33.6428377
"786",19.4280247,-33.6423959
"787",19.4275845,-33.6426101
"788",19.4274576,-33.6423543
"789",19.4278713,-33.642175
"790",19.4285911,-33.6430714
"791",19.4281785,-33.6426167
"792",19.4285911,-33.6430714
"793",19.4342407,-33.6469278
"794",19.4471223,-33.6403153
"795",19.4510937,-33.645282
"796",19.4288717,-33.6413291
"797",19.4282872,-33.6416136
"798",19.4285787,-33.6414703
"799",19.4285787,-33.6414703
"800",19.4289863,-33.6416329
"801",19.4282872,-33.6416136
"802",19.4285459,-33.6418471
"803",19.4292933,-33.6420746
"804",19.4294469,-33.6422957
"805",19.4522913,-33.6380892
"806",19.4288533,-33.6422886
"807",19.4463675,-33.6451891
"808",19.4290068,-33.6425095
"809",19.4297057,-33.6425293
"810",19.4455055,-33.6441534
"811",19.4294144,-33.6426726
"812",19.4297057,-33.6425293
"813",19.4470568,-33.6397975
"814",19.4485022,-33.6417214
"815",19.4294605,-33.6410428
"816",19.4301597,-33.6410624
"817",19.4297195,-33.6412765
"818",19.449328,-33.6429562
"819",19.4488042,-33.6450417
"820",19.4297195,-33.6412765
"821",19.4300266,-33.6417182
"822",19.4305879,-33.642102
"823",19.4302951,-33.6422427
"824",19.4316637,-33.6409757
"825",19.429097,-33.6439424
"826",19.4314012,-33.6414276
"827",19.4301803,-33.6419389
"828",19.4292678,-33.644188
"829",19.4316637,-33.6409757
"830",19.4289978,-33.6446473
"831",19.4286681,-33.6437485
"832",19.4294381,-33.6444334
"833",19.4294678,-33.6448362
"834",19.4294913,-33.6433499
"835",19.429783,-33.6432066
"836",19.429783,-33.6432066
"837",19.4113062,-33.6181089
"838",19.4305879,-33.642102
"839",19.4300266,-33.6417182
"840",19.4480731,-33.6395091
"841",19.4482802,-33.639408
"842",19.4450449,-33.643306
"843",19.4482802,-33.639408
"844",19.4278914,-33.6430517
"845",19.4302236,-33.6442646
"846",19.4306439,-33.6444464
"847",19.431861,-33.6422235
"848",19.4321199,-33.642457
"849",19.4280428,-33.6405153
"850",19.4324402,-33.6419172
"851",19.4321321,-33.6420651
"852",19.4325599,-33.6422433
"853",19.431861,-33.6422235
"854",19.4325928,-33.6424917
"855",19.4330202,-33.6429059
"856",19.4433449,-33.6464784
"857",19.4297633,-33.643602
"858",19.4336039,-33.64157
"859",19.4332993,-33.6431544
"860",19.4302034,-33.6433884
"861",19.4303571,-33.6436092
"862",19.4332993,-33.6431544
"863",19.4334393,-33.64135
"864",19.4329932,-33.643305
"865",19.4330073,-33.6415559
"866",19.433322,-33.642012
"867",19.43007,-33.6440435
"868",19.433921,-33.6420268
"869",19.4334812,-33.6422402
"870",19.4331635,-33.641784
"871",19.4336395,-33.6424688
"872",19.4366988,-33.6468494
"873",19.4337981,-33.642697
"874",19.4342382,-33.6424832
"875",19.433322,-33.642012
"876",19.4340796,-33.642255
"877",19.4331635,-33.641784
"878",19.433924,-33.6429382
"879",19.4299456,-33.6454046
"880",19.4299456,-33.6454046
"881",19.429765,-33.6459437
"882",19.429765,-33.6459437
