"","Easting","Northing"
"883",19.4334393,-33.64135
"884",19.4402877,-33.6433779
"885",19.4480258,-33.6409643
"886",19.4320035,-33.6447788
"887",19.4291163,-33.646111
"888",19.4287678,-33.6462331
"889",19.4318326,-33.6445349
"890",19.4315163,-33.6447694
"891",19.4318326,-33.6445349
"892",19.4287678,-33.6462331
"893",19.4311851,-33.6454226
"894",19.4309292,-33.6450544
"895",19.4308915,-33.6455652
"896",19.4317722,-33.6451375
"897",19.4308915,-33.6455652
"898",19.4335797,-33.6436857
"899",19.432843,-33.6446981
"900",19.430464,-33.6457466
"901",19.4329236,-33.6440855
"902",19.4335275,-33.6442032
"903",19.4332435,-33.6439302
"904",19.43334,-33.6454886
"905",19.433489,-33.6449442
"906",19.4340658,-33.6442996
"907",19.4341611,-33.644818
"908",19.433231,-33.64529
"909",19.4387089,-33.6434418
"910",19.4393281,-33.6431662
"911",19.4393281,-33.6431662
"912",19.4285459,-33.6418471
"913",19.4294913,-33.6433499
"914",19.4336343,-33.6451732
"915",19.4532528,-33.6414093
"916",19.4499364,-33.6436543
"917",19.432843,-33.6446981
"918",19.4387089,-33.6434418
"919",19.4345402,-33.643846
"920",19.4305984,-33.6452366
"921",19.4335569,-33.6408101
"922",19.4347226,-33.6440849
"923",19.4324954,-33.6410519
"924",19.4313703,-33.6406259
"925",19.4353003,-33.6423826
"926",19.4345402,-33.643846
"927",19.4347037,-33.6431567
"928",19.4347037,-33.6431567
"929",19.4313703,-33.6406259
"930",19.4351177,-33.6427291
"931",19.4310973,-33.6407203
"932",19.43438,-33.6435876
"933",19.4304921,-33.6404208
"934",19.4350007,-33.6430357
"935",19.4351177,-33.6427291
"936",19.4264631,-33.6415544
"937",19.4350007,-33.6430357
"938",19.4310973,-33.6407203
"939",19.430836,-33.6408848
"940",19.425946,-33.6418577
"941",19.4261879,-33.6419992
"942",19.4264631,-33.6415544
"943",19.4268495,-33.6407695
"944",19.4264418,-33.6421732
"945",19.430836,-33.6408848
"946",19.4268353,-33.6424589
"947",19.4283589,-33.644932
"948",19.4282072,-33.6447138
"949",19.4281609,-33.6453687
"950",19.4282072,-33.6447138
"951",19.4283589,-33.644932
"952",19.4278133,-33.6458242
"953",19.4259802,-33.6456574
"954",19.428389,-33.6458525
"955",19.4286423,-33.6457481
"956",19.428389,-33.6458525
"957",19.4286423,-33.6457481
"958",19.433489,-33.6449442
"959",19.4284206,-33.6462108
"960",19.4324265,-33.6428989
"961",19.4281084,-33.6458584
"962",19.4284206,-33.6462108
"963",19.4277719,-33.6461518
"964",19.4265494,-33.646039
"965",19.4268545,-33.6460673
"966",19.4265494,-33.646039
"967",19.4244252,-33.6463591
"968",19.4271602,-33.6460954
"969",19.4271602,-33.6460954
"970",19.4259378,-33.6459811
"971",19.4252993,-33.6467727
"972",19.4253421,-33.6464449
"973",19.4250358,-33.646415
"974",19.4244252,-33.6463591
"975",19.432867,-33.6426849
"976",19.4247306,-33.6463869
"977",19.4249921,-33.6467465
"978",19.4252993,-33.6467727
"979",19.4261771,-33.6465195
"980",19.4270932,-33.6466038
"981",19.4243816,-33.6466907
"982",19.4270932,-33.6466038
"983",19.4273984,-33.6466319
"984",19.4246868,-33.6467185
"985",19.4280153,-33.6467018
"986",19.4282238,-33.6476909
"987",19.4278133,-33.6458242
"988",19.4262439,-33.646011
"989",19.4276982,-33.6466593
"990",19.4283996,-33.6479304
"991",19.4278993,-33.6472219
"992",19.428066,-33.6474691
"993",19.427337,-33.6469895
"994",19.4278993,-33.6472219
"995",19.4267447,-33.6469073
"996",19.4243989,-33.6473175
"997",19.4258275,-33.6468214
"998",19.4258275,-33.6468214
"999",19.4261336,-33.6468508
"1000",19.4247423,-33.6473494
"1001",19.4247423,-33.6473494
"1002",19.4418657,-33.6439424
"1003",19.4440838,-33.6458443
"1004",19.4259423,-33.6474596
"1005",19.4418657,-33.6439424
"1006",19.4259423,-33.6474596
"1007",19.4271745,-33.6476134
"1008",19.4268538,-33.6475434
"1009",19.4265423,-33.6475146
"1010",19.4262425,-33.6474872
"1011",19.4332549,-33.6407847
"1012",19.4262039,-33.6489565
"1013",19.4259091,-33.6490956
"1014",19.4264998,-33.6488168
"1015",19.4259091,-33.6490956
"1016",19.4366988,-33.6468494
"1017",19.426439,-33.6468792
"1018",19.4294407,-33.646027
"1019",19.4250836,-33.6486574
"1020",19.4261886,-33.6480401
"1021",19.4261886,-33.6480401
"1022",19.4267447,-33.6469073
"1023",19.4261423,-33.648378
"1024",19.4268556,-33.648079
"1025",19.4342505,-33.6427808
"1026",19.4256749,-33.6483804
"1027",19.4342505,-33.6427808
"1028",19.4261423,-33.648378
"1029",19.43258,-33.64312
"1030",19.4314785,-33.6452802
"1031",19.4329077,-33.6407268
"1032",19.4332549,-33.6407847
"1033",19.4268556,-33.648079
"1034",19.4321316,-33.6427505
"1035",19.4270328,-33.6429918
"1036",19.4475222,-33.6459329
"1037",19.4476572,-33.6458801
"1038",19.4325007,-33.6406416
"1039",19.4257075,-33.6421511
"1040",19.4259695,-33.6423005
"1041",19.4324291,-33.6425959
"1042",19.4267387,-33.6412169
"1043",19.4323391,-33.6426491
"1044",19.4253062,-33.6428585
"1045",19.4241548,-33.6463199
"1046",19.42658,-33.6428633
"1047",19.4246999,-33.6433534
"1048",19.4263337,-33.6433789
"1049",19.4262013,-33.6431841
"1050",19.4260613,-33.6429705
"1051",19.4267579,-33.6431255
"1052",19.4254298,-33.6442226
"1053",19.4260079,-33.643532
"1054",19.4248739,-33.6436
"1055",19.4251783,-33.6443035
"1056",19.4253901,-33.6457259
"1057",19.4264228,-33.6438896
"1058",19.4273551,-33.643434
"1059",19.4266458,-33.6437766
"1060",19.4268788,-33.6436634
"1061",19.4292777,-33.6455843
"1062",19.447939,-33.6446674
"1063",19.4340532,-33.6464088
"1064",19.4259325,-33.6440605
"1065",19.4340532,-33.6464088
"1066",19.4279773,-33.6443555
"1067",19.4478744,-33.6445775
"1068",19.4275245,-33.6442218
"1069",19.4272819,-33.64432
"1070",19.4478744,-33.6445775
"1071",19.4271119,-33.6435497
"1072",19.4479821,-33.6435875
"1073",19.4454895,-33.6401892
"1074",19.4276938,-33.6444835
"1075",19.4274399,-33.6445865
"1076",19.4270403,-33.6452415
"1077",19.426395,-33.6446771
"1078",19.4269569,-33.6447865
"1079",19.4242776,-33.6445948
"1080",19.4249431,-33.644381
"1081",19.4274381,-33.6452839
"1082",19.4264573,-33.6452244
"1083",19.4240687,-33.6441056
"1084",19.4309049,-33.6598659
"1085",19.4252857,-33.6454894
"1086",19.4309049,-33.6598659
"1087",19.4231914,-33.6429373
"1088",19.4232294,-33.6435102
"1089",19.4234165,-33.6435809
"1090",19.4312502,-33.658365
"1091",19.4274991,-33.6450266
"1092",19.4235379,-33.6431371
"1093",19.4226923,-33.6435277
"1094",19.4219771,-33.6432748
"1095",19.4222832,-33.6430498
"1096",19.4212438,-33.6436354
"1097",19.4220161,-33.6430045
"1098",19.4492301,-33.6359525
"1099",19.454155,-33.6427042
"1100",19.421658,-33.6427868
"1101",19.4253174,-33.6452657
"1102",19.449373,-33.6345524
"1103",19.4505457,-33.63398
"1104",19.4271984,-33.6446865
"1105",19.4496075,-33.6344378
"1106",19.449373,-33.6345524
"1107",19.4534239,-33.6325347
"1108",19.4542069,-33.6322496
"1109",19.4522931,-33.6330496
"1110",19.4493399,-33.6341723
"1111",19.4510145,-33.6337514
"1112",19.4487355,-33.6342488
"1113",19.4544454,-33.6321048
"1114",19.4487355,-33.6342488
"1115",19.4490506,-33.6342257
"1116",19.4498712,-33.6339147
"1117",19.4508092,-33.6334571
"1118",19.4505748,-33.6335716
"1119",19.4503402,-33.633686
"1120",19.4512782,-33.6332281
"1121",19.4515129,-33.6331139
"1122",19.4496368,-33.6340292
"1123",19.4512782,-33.6332281
"1124",19.4230941,-33.6433984
"1125",19.45228,-33.6328055
"1126",19.4488309,-33.6327537
"1127",19.4488595,-33.6323
"1128",19.4488019,-33.6332072
"1129",19.4488454,-33.6325267
"1130",19.4487757,-33.6336595
"1131",19.448879,-33.6320794
"1132",19.4539357,-33.6323428
"1133",19.4492088,-33.6332255
"1134",19.4492813,-33.6320891
"1135",19.4492232,-33.6329986
"1136",19.4492662,-33.6323181
"1137",19.4492813,-33.6320891
"1138",19.4492377,-33.6327717
"1139",19.4341611,-33.644818
"1140",19.4519503,-33.6332927
"1141",19.4520455,-33.6321476
"1142",19.4525537,-33.6321536
"1143",19.4523126,-33.6321462
"1144",19.452129,-33.6326262
"1145",19.4510897,-33.6324848
"1146",19.4536638,-33.6321209
"1147",19.4532988,-33.6321676
"1148",19.452129,-33.6326262
"1149",19.4521775,-33.6324155
"1150",19.4473631,-33.6460008
"1151",19.4504927,-33.6445922
"1152",19.4387507,-33.6458922
"1153",19.4300451,-33.6407584
"1154",19.4291212,-33.6428133
"1155",19.429752,-33.6408993
"1156",19.4511916,-33.6380238
"1157",19.4522388,-33.6377623
"1158",19.4296023,-33.6455005
"1159",19.452692,-33.6314087
"1160",19.4523279,-33.6312378
"1161",19.4342222,-33.6433605
"1162",19.4344969,-33.6426555
"1163",19.4516216,-33.6315749
"1164",19.4392305,-33.6507086
"1165",19.4510297,-33.6314065
"1166",19.4520739,-33.631576
"1167",19.4516224,-33.6312385
"1168",19.451386,-33.6312362
"1169",19.4504866,-33.6315751
"1170",19.4504873,-33.6312347
"1171",19.450079,-33.6315745
"1172",19.4502824,-33.6315747
"1173",19.450079,-33.6315745
"1174",19.4500797,-33.6312336
"1175",19.4520687,-33.6377569
"1176",19.4502834,-33.631234
"1177",19.43681,-33.6472615
"1178",19.428697,-33.6402547
"1179",19.428697,-33.6402547
"1180",19.4289344,-33.6456919
"1181",19.4291212,-33.6428133
"1182",19.4248442,-33.6481549
"1183",19.4258574,-33.6479874
"1184",19.4247142,-33.6478911
"1185",19.4254063,-33.647915
"1186",19.426801,-33.6421927
"1187",19.4272026,-33.6457681
"1188",19.4265919,-33.6457115
"1189",19.4268972,-33.6457396
"1190",19.4275079,-33.645796
"1191",19.4275079,-33.645796
"1192",19.4491832,-33.6304132
"1193",19.4490096,-33.6299506
"1194",19.4489984,-33.6301208
"1195",19.4490096,-33.6299506
"1196",19.4494376,-33.6296288
"1197",19.4489984,-33.6301208
"1198",19.4493467,-33.6287243
"1199",19.4494049,-33.6301393
"1200",19.4495239,-33.6292423
"1201",19.4496679,-33.6284314
"1202",19.4490314,-33.6296108
"1203",19.4491136,-33.6291565
"1204",19.4509502,-33.6280611
"1205",19.4498762,-33.6312336
"1206",19.4507147,-33.628089
"1207",19.4507147,-33.628089
"1208",19.4522305,-33.629115
"1209",19.4511853,-33.6280332
"1210",19.4507712,-33.6284259
"1211",19.4514204,-33.628006
"1212",19.4512619,-33.6290567
"1213",19.4509173,-33.6289256
"1214",19.451626,-33.629186
"1215",19.4502302,-33.6299977
"1216",19.4499981,-33.6304415
"1217",19.4500089,-33.6302718
"1218",19.4502302,-33.6299977
"1219",19.450416,-33.63029
"1220",19.4513855,-33.6315767
"1221",19.4504045,-33.63046
"1222",19.4523479,-33.6298039
"1223",19.4523479,-33.6298039
"1224",19.4522864,-33.629592
"1225",19.4524753,-33.6299682
"1226",19.4499743,-33.6307938
"1227",19.4528184,-33.6297843
"1228",19.4525952,-33.6301399
"1229",19.4532477,-33.6305426
"1230",19.4535218,-33.6307627
"1231",19.4529539,-33.6306545
"1232",19.4502741,-33.6293247
"1233",19.4531605,-33.6302747
"1234",19.4494266,-33.6294337
"1235",19.4531077,-33.6308112
"1236",19.4490411,-33.6294554
"1237",19.4500224,-33.6283594
"1238",19.4500437,-33.629728
"1239",19.4539201,-33.6415051
"1240",19.4505986,-33.628996
"1241",19.4277638,-33.6482536
"1242",19.4274586,-33.6483622
"1243",19.4507512,-33.6289219
"1244",19.4269697,-33.6485943
"1245",19.427215,-33.6484779
"1246",19.4503451,-33.6281325
"1247",19.4489435,-33.6347899
"1248",19.4488684,-33.6307424
"1249",19.4499869,-33.6306119
"1250",19.4540656,-33.6320631
"1251",19.4523977,-33.6331937
"1252",19.4527251,-33.6278534
"1253",19.4527251,-33.6278534
"1254",19.4527816,-33.6281905
"1255",19.453034,-33.6278168
"1256",19.4546365,-33.6279731
"1257",19.454888,-33.6276014
"1258",19.452568,-33.6324329
"1259",19.4542708,-33.6276719
"1260",19.4530905,-33.6281543
"1261",19.4550275,-33.6284447
"1262",19.453034,-33.6278168
"1263",19.4546365,-33.6279731
"1264",19.4550836,-33.628779
"1265",19.4544038,-33.6285162
"1266",19.4547164,-33.6284796
"1267",19.4547727,-33.6288169
"1268",19.4550836,-33.628779
"1269",19.4538347,-33.6289269
"1270",19.4534657,-33.6286262
"1271",19.4544604,-33.6288536
"1272",19.4540912,-33.6285531
"1273",19.4534657,-33.6286262
"1274",19.4547727,-33.6288169
"1275",19.4532099,-33.6290003
"1276",19.4549946,-33.6302024
"1277",19.4531535,-33.6286633
"1278",19.4538042,-33.6303012
"1279",19.4538042,-33.6303012
"1280",19.4547412,-33.6306334
"1281",19.4553835,-33.6305894
"1282",19.4554348,-33.6315182
"1283",19.4536328,-33.6432428
"1284",19.434461,-33.6462132
"1285",19.4554348,-33.6315182
"1286",19.4522808,-33.640151
"1287",19.4540826,-33.6306545
"1288",19.4550651,-33.6314946
"1289",19.4549697,-33.6311798
"1290",19.4549697,-33.6311798
"1291",19.4545778,-33.6312197
"1292",19.4554456,-33.6278765
"1293",19.4554456,-33.6278765
"1294",19.4557386,-33.627844
"1295",19.4562867,-33.6274355
"1296",19.4274586,-33.6483622
"1297",19.4571944,-33.6273294
"1298",19.455682,-33.6275066
"1299",19.4560407,-33.6278085
"1300",19.4569485,-33.6277021
"1301",19.455682,-33.6275066
"1302",19.4565894,-33.6274004
"1303",19.4566458,-33.6277374
"1304",19.4577991,-33.6272585
"1305",19.4578556,-33.6275957
"1306",19.4578556,-33.6275957
"1307",19.4577991,-33.6272585
"1308",19.4581579,-33.6275602
"1309",19.4575534,-33.6276313
"1310",19.4591021,-33.6283565
"1311",19.4581015,-33.6272231
"1312",19.4575534,-33.6276313
"1313",19.4539146,-33.6312621
"1314",19.4536428,-33.6312398
"1315",19.4594007,-33.6294611
"1316",19.4584605,-33.6275251
"1317",19.4505704,-33.6324839
"1318",19.4599169,-33.6295234
"1319",19.4595637,-33.6296878
"1320",19.4573677,-33.6302556
"1321",19.4576167,-33.6301341
"1322",19.4580717,-33.6303068
"1323",19.4588276,-33.6295459
"1324",19.4581166,-33.6298919
"1325",19.4573238,-33.6306709
"1326",19.4571185,-33.6303769
"1327",19.4585917,-33.629659
"1328",19.4247226,-33.6444553
"1329",19.4568262,-33.6309161
"1330",19.4568262,-33.6309161
"1331",19.4566212,-33.6306221
"1332",19.4570745,-33.6307927
"1333",19.4568692,-33.6304986
"1334",19.4565771,-33.6310377
"1335",19.4565771,-33.6310377
"1336",19.4559676,-33.6304092
"1337",19.4566212,-33.6306221
"1338",19.4559676,-33.6304092
"1339",19.4560779,-33.6300756
"1340",19.4563355,-33.6300975
"1341",19.4563355,-33.6300975
"1342",19.4560779,-33.6300756
"1343",19.4558108,-33.6301084
"1344",19.4262866,-33.6456836
"1345",19.4249639,-33.6484064
"1346",19.4261336,-33.6468508
"1347",19.4253423,-33.6474047
"1348",19.4563276,-33.6307497
"1349",19.4239149,-33.6463452
"1350",19.426439,-33.6468792
"1351",19.4256424,-33.6474322
"1352",19.4567369,-33.6291065
"1353",19.4256424,-33.6474322
"1354",19.4555225,-33.6283872
"1355",19.4567284,-33.6285876
"1356",19.4579419,-33.6283585
"1357",19.4567284,-33.6285876
"1358",19.4574261,-33.6281495
"1359",19.4573172,-33.6285718
"1360",19.4576125,-33.6286915
"1361",19.4567369,-33.6291065
"1362",19.4568651,-33.6282277
"1363",19.455587,-33.6287199
"1364",19.4580788,-33.6285793
"1365",19.4581427,-33.6293436
"1366",19.4579923,-33.6291313
"1367",19.4592701,-33.6270876
"1368",19.4593261,-33.6274217
"1369",19.459581,-33.6270494
"1370",19.4608309,-33.6269029
"1371",19.4578421,-33.6288885
"1372",19.4596374,-33.6273871
"1373",19.4602059,-33.6269762
"1374",19.4605186,-33.6269396
"1375",19.4602626,-33.6273135
"1376",19.4599499,-33.6273501
"1377",19.4274346,-33.647783
"1378",19.4627058,-33.628279
"1379",19.461893,-33.6286326
"1380",19.4620921,-33.6281911
"1381",19.461893,-33.6286326
"1382",19.4607251,-33.6288816
"1383",19.4614492,-33.6284417
"1384",19.4611599,-33.6285672
"1385",19.4605314,-33.6292724
"1386",19.4622424,-33.6279716
"1387",19.4602159,-33.6288276
"1388",19.4603736,-33.6290532
"1389",19.4595309,-33.6279105
"1390",19.4611599,-33.6285672
"1391",19.4600957,-33.6279792
"1392",19.4600587,-33.6286022
"1393",19.4604105,-33.6284305
"1394",19.4604105,-33.6284305
"1395",19.4607825,-33.6297242
"1396",19.4612748,-33.6295096
"1397",19.4610338,-33.6296146
"1398",19.4616723,-33.6296566
"1399",19.4607825,-33.6297242
"1400",19.4614492,-33.6284417
"1401",19.459744,-33.6281509
"1402",19.4624407,-33.6292333
"1403",19.4611904,-33.6298663
"1404",19.4622737,-33.6290599
"1405",19.4614753,-33.6302221
"1406",19.4617734,-33.6315427
"1407",19.4561727,-33.6293632
"1408",19.4333939,-33.6543388
"1409",19.4612097,-33.6303379
"1410",19.4636354,-33.6300341
"1411",19.4530317,-33.6312388
"1412",19.4639919,-33.6302937
"1413",19.4260788,-33.6451898
"1414",19.4245006,-33.645774
"1415",19.426799,-33.64452
"1416",19.4628443,-33.6298936
"1417",19.4633809,-33.6302816
"1418",19.4630209,-33.6300231
"1419",19.4338963,-33.6446452
"1420",19.4623331,-33.6309382
"1421",19.45382,-33.6315808
"1422",19.4491778,-33.6336774
"1423",19.4250424,-33.6473772
"1424",19.4294469,-33.6422957
"1425",19.4253564,-33.6459645
"1426",19.4493324,-33.6314022
"1427",19.4625588,-33.6317727
"1428",19.4628614,-33.6316526
"1429",19.4530563,-33.6315798
"1430",19.4517014,-33.6379622
"1431",19.461913,-33.6295519
"1432",19.4623303,-33.6306985
"1433",19.4519233,-33.6377836
"1434",19.4635137,-33.6321066
"1435",19.4628194,-33.6308894
"1436",19.4632343,-33.6308325
"1437",19.4630519,-33.630692
"1438",19.4637864,-33.631229
"1439",19.4639705,-33.6313612
"1440",19.4628664,-33.6305439
"1441",19.4634184,-33.6309649
"1442",19.4641545,-33.6314935
"1443",19.4635319,-33.6314769
"1444",19.4633479,-33.6313445
"1445",19.4496724,-33.631233
"1446",19.4623745,-33.6304596
"1447",19.4325032,-33.6442091
"1448",19.4629736,-33.6322077
"1449",19.4639167,-33.6317451
"1450",19.4626313,-33.6315139
"1451",19.4646894,-33.6307919
"1452",19.4648695,-33.6309212
"1453",19.4645095,-33.6306625
"1454",19.4626313,-33.6315139
"1455",19.4642554,-33.6309104
"1456",19.4645082,-33.6297152
"1457",19.4644355,-33.6310397
"1458",19.4648695,-33.6309212
"1459",19.4646155,-33.631169
"1460",19.4493324,-33.6314022
"1461",19.4646155,-33.631169
"1462",19.464648,-33.6295703
"1463",19.4492377,-33.6327717
"1464",19.4660252,-33.6307025
"1465",19.4660252,-33.6307025
"1466",19.4510905,-33.6321442
"1467",19.4508307,-33.6321436
"1468",19.4669932,-33.6306748
"1469",19.4667865,-33.6307478
"1470",19.4663667,-33.6308897
"1471",19.4665766,-33.630819
"1472",19.465111,-33.6303449
"1473",19.4669932,-33.6306748
"1474",19.4654376,-33.6305798
"1475",19.4662529,-33.6306446
"1476",19.4656014,-33.6306968
"1477",19.4649511,-33.6302038
"1478",19.4659287,-33.6309553
"1479",19.4661471,-33.6309825
"1480",19.4652637,-33.6287419
"1481",19.4654376,-33.6305798
"1482",19.464653,-33.6298972
"1483",19.4558713,-33.6286882
"1484",19.4658888,-33.6293496
"1485",19.4605749,-33.6272769
"1486",19.4621842,-33.6271213
"1487",19.4659705,-33.6295261
"1488",19.4631559,-33.6320994
"1489",19.4623656,-33.631161
"1490",19.4505712,-33.6321433
"1491",19.4631559,-33.6320994
"1492",19.4660525,-33.6297025
"1493",19.4670582,-33.6299838
"1494",19.4667622,-33.6300797
"1495",19.4665965,-33.6297285
"1496",19.4662689,-33.6290224
"1497",19.4661873,-33.6288457
"1498",19.4590757,-33.6289952
"1499",19.4672525,-33.6285006
"1500",19.467416,-33.6288536
"1501",19.4671705,-33.6283241
"1502",19.4675795,-33.6292065
"1503",19.4591652,-33.6292332
"1504",19.4586983,-33.6271547
"1505",19.4673345,-33.6286771
"1506",19.4675795,-33.6292065
"1507",19.4673345,-33.6286771
"1508",19.4676616,-33.629383
"1509",19.46736,-33.6294805
"1510",19.4674421,-33.629657
"1511",19.467822,-33.6297358
"1512",19.4674421,-33.629657
"1513",19.46736,-33.6294805
"1514",19.4675261,-33.6298317
"1515",19.467196,-33.6291275
"1516",19.4676616,-33.629383
"1517",19.4671142,-33.628951
"1518",19.4669509,-33.6285978
"1519",19.467278,-33.629304
"1520",19.4676691,-33.628246
"1521",19.4668691,-33.6284218
"1522",19.4676571,-33.6278524
"1523",19.4550651,-33.6314946
"1524",19.4283363,-33.6403727
"1525",19.4682011,-33.6286516
"1526",19.4680446,-33.6283154
"1527",19.468123,-33.6284836
"1528",19.4682791,-33.6288195
"1529",19.4682791,-33.6288195
"1530",19.4683571,-33.6289875
"1531",19.4558108,-33.6301084
"1532",19.4688082,-33.6299111
"1533",19.4685951,-33.6295
"1534",19.4685131,-33.6293235
"1535",19.4687234,-33.6301118
"1536",19.4685131,-33.6293235
"1537",19.468681,-33.629685
"1538",19.4682141,-33.6302637
"1539",19.4684436,-33.6301849
"1540",19.4687234,-33.6301118
"1541",19.4673657,-33.6305457
"1542",19.4676757,-33.630175
"1543",19.4677837,-33.6304075
"1544",19.467994,-33.6303373
"1545",19.4675738,-33.6304791
"1546",19.4685951,-33.6295
"1547",19.4672571,-33.6303145
"1548",19.4682121,-33.629422
"1549",19.4678869,-33.6301061
"1550",19.4683157,-33.6296193
"1551",19.4683773,-33.6298861
"1552",19.4683157,-33.6296193
"1553",19.4681341,-33.629254
"1554",19.4680561,-33.629086
"1555",19.4682121,-33.629422
"1556",19.4686936,-33.6278074
"1557",19.4676757,-33.630175
"1558",19.4686127,-33.6276401
"1559",19.4683125,-33.6277434
"1560",19.4585672,-33.6282881
"1561",19.4677438,-33.6284136
"1562",19.4690161,-33.6284795
"1563",19.4689367,-33.6283086
"1564",19.4686286,-33.6284144
"1565",19.4687121,-33.6285836
"1566",19.4685497,-33.6282466
"1567",19.4690161,-33.6284795
"1568",19.4684705,-33.6280789
"1569",19.4683917,-33.6279112
"1570",19.4288275,-33.6444017
"1571",19.4491832,-33.6304132
"1572",19.4490705,-33.6307492
"1573",19.4493615,-33.6307548
"1574",19.4312326,-33.6411825
"1575",19.4693325,-33.6291277
"1576",19.4694138,-33.6292946
"1577",19.4254063,-33.647915
"1578",19.4300763,-33.6430657
"1579",19.4695753,-33.629629
"1580",19.4695753,-33.629629
"1581",19.4493615,-33.6307548
"1582",19.4694943,-33.6294618
"1583",19.4696547,-33.6297994
"1584",19.4691731,-33.6295719
"1585",19.4689364,-33.6290686
"1586",19.4694138,-33.6292946
"1587",19.4702167,-33.6271048
"1588",19.4690152,-33.6292361
"1589",19.470511,-33.6270035
"1590",19.4708608,-33.6277095
"1591",19.4712907,-33.6285855
"1592",19.4713767,-33.6287605
"1593",19.4568495,-33.6299447
"1594",19.4707745,-33.6275344
"1595",19.4690152,-33.6292361
"1596",19.4714011,-33.6291777
"1597",19.4708728,-33.6293372
"1598",19.4706582,-33.6294105
"1599",19.4700612,-33.629613
"1600",19.4702592,-33.6295477
"1601",19.4650837,-33.6294251
"1602",19.4706886,-33.6273591
"1603",19.4633244,-33.6319175
"1604",19.4662947,-33.6302315
"1605",19.4663231,-33.6283981
"1606",19.466407,-33.6285721
"1607",19.4660275,-33.628494
"1608",19.4614561,-33.62683
"1609",19.4659705,-33.6295261
"1610",19.4710388,-33.6289548
"1611",19.4710206,-33.6286967
"1612",19.4707341,-33.628163
"1613",19.4707341,-33.628163
"1614",19.4706481,-33.627988
"1615",19.4589134,-33.6287622
"1616",19.4490705,-33.6307492
"1617",19.4662947,-33.6302315
"1618",19.4648534,-33.6294976
"1619",19.4661345,-33.629879
"1620",19.455339,-33.6303155
"1621",19.4629803,-33.63108
"1622",19.4643293,-33.6305363
"1623",19.4643293,-33.6305363
"1624",19.4640789,-33.6307802
"1625",19.4558839,-33.6309086
"1626",19.455339,-33.6303155
"1627",19.4559551,-33.6312573
"1628",19.4562443,-33.6309573
"1629",19.4559865,-33.6308546
"1630",19.456347,-33.6310912
"1631",19.4560748,-33.6308111
"1632",19.456419,-33.6312305
"1633",19.4560839,-33.6310102
"1634",19.4593245,-33.6292224
"1635",19.4705619,-33.6278131
"1636",19.4708201,-33.6283385
"1637",19.4565961,-33.6282594
"1638",19.4703896,-33.6274621
"1639",19.4540638,-33.6302827
"1640",19.466407,-33.6285721
"1641",19.4513855,-33.6315767
"1642",19.4605936,-33.6433285
"1643",19.4605936,-33.6433285
"1644",19.4540638,-33.6302827
"1645",19.4609926,-33.6431342
"1646",19.4610097,-33.6443061
"1647",19.4613636,-33.6432832
"1648",19.4607931,-33.6432316
"1649",19.4559232,-33.6310896
"1650",19.4611916,-33.6430369
"1651",19.4612376,-33.6438692
"1652",19.4610381,-33.6439665
"1653",19.4614366,-33.6437719
"1654",19.4612376,-33.6438692
"1655",19.4616076,-33.6440172
"1656",19.4614366,-33.6437719
"1657",19.4662162,-33.6300554
"1658",19.4611644,-33.6433809
"1659",19.4391617,-33.6506171
"1660",19.4665705,-33.6289251
"1661",19.4667345,-33.629278
"1662",19.4668163,-33.6294546
"1663",19.4666525,-33.6291016
"1664",19.4669797,-33.6298075
"1665",19.4622062,-33.6437247
"1666",19.4622062,-33.6437247
"1667",19.4571185,-33.6303769
"1668",19.4635606,-33.6304108
"1669",19.463164,-33.6312122
"1670",19.4664888,-33.6287486
"1671",19.4704756,-33.6276376
"1672",19.4609648,-33.643478
"1673",19.4500276,-33.6295906
"1674",19.4504693,-33.6291464
"1675",19.4602781,-33.6453375
"1676",19.4596566,-33.6456408
"1677",19.4590351,-33.645944
"1678",19.4602781,-33.6453375
"1679",19.4608819,-33.6450582
"1680",19.4612237,-33.6454985
"1681",19.4621427,-33.6444286
"1682",19.4618452,-33.645196
"1683",19.4624671,-33.6448923
"1684",19.4618452,-33.645196
"1685",19.4612237,-33.6454985
"1686",19.4637414,-33.6305376
"1687",19.4502938,-33.628534
"1688",19.4624652,-33.6302259
"1689",19.4258449,-33.6427775
"1690",19.4632009,-33.6301524
"1691",19.4579893,-33.64523
"1692",19.4267387,-33.6412169
"1693",19.4256813,-33.6441415
"1694",19.4614844,-33.6447368
"1695",19.4614844,-33.6447368
"1696",19.4260935,-33.6449268
"1697",19.4446413,-33.6427117
"1698",19.4616841,-33.6429525
"1699",19.4315886,-33.6391979
"1700",19.4323883,-33.6388562
"1701",19.4701361,-33.6292975
"1702",19.4707488,-33.6290903
"1703",19.4323883,-33.6388562
"1704",19.4335686,-33.6377978
"1705",19.4320456,-33.6391711
"1706",19.4333817,-33.6379475
"1707",19.4330387,-33.6382603
"1708",19.4322169,-33.6390137
"1709",19.4327702,-33.6392432
"1710",19.433456,-33.6390952
"1711",19.4324468,-33.6396335
"1712",19.4332336,-33.6389432
"1713",19.4331159,-33.6394106
"1714",19.432576,-33.6394217
"1715",19.4327734,-33.6397255
"1716",19.4325536,-33.63988
"1717",19.4334812,-33.6385972
"1718",19.4664888,-33.6287486
"1719",19.4339925,-33.6381242
"1720",19.4618356,-33.6435775
"1721",19.434535,-33.638224
"1722",19.4339384,-33.6386588
